review,polarity,division
perfect product,0.7,positive
perfect product,0.7,positive
perfect product,0.7,positive
perfect product,0.7,positive
perfect product,0.7,positive
perfect product,0.7,positive
perfect product,0.7,positive
perfect product,0.7,positive
perfect product,0.7,positive
perfect product,0.7,positive
perfect product,0.7,positive
incredible picture quality,0.7,positive
incredible picture quality,0.7,positive
incredible picture quality,0.7,positive
incredible picture quality,0.7,positive
incredible picture quality,0.7,positive
incredible picture quality,0.7,positive
incredible picture quality,0.7,positive
incredible picture quality,0.7,positive
incredible picture quality,0.7,positive
incredible picture quality,0.7,positive
incredible picture quality,0.7,positive
incredible picture quality,0.7,positive
smart features make it a great,0.7,positive
smart features make it a great,0.7,positive
smart features make it a great,0.7,positive
smart features make it a great,0.7,positive
smart features make it a great,0.7,positive
smart features make it a great,0.7,positive
smart features make it a great,0.7,positive
smart features make it a great,0.7,positive
smart features make it a great,0.7,positive
smart features make it a great,0.7,positive
smart features make it a great,0.7,positive
smart features make it a great,0.7,positive
have excellent noise-cancelling capabilities,0.7,positive
have excellent noise-cancelling capabilities,0.7,positive
have excellent noise-cancelling capabilities,0.7,positive
have excellent noise-cancelling capabilities,0.7,positive
have excellent noise-cancelling capabilities,0.7,positive
have excellent noise-cancelling capabilities,0.7,positive
have excellent noise-cancelling capabilities,0.7,positive
have excellent noise-cancelling capabilities,0.7,positive
have excellent noise-cancelling capabilities,0.7,positive
have excellent noise-cancelling capabilities,0.7,positive
have excellent noise-cancelling capabilities,0.7,positive
have excellent noise-cancelling capabilities,0.7,positive
reliable choice,0.7,positive
reliable choice,0.7,positive
reliable choice,0.7,positive
reliable choice,0.7,positive
reliable choice,0.7,positive
reliable choice,0.7,positive
reliable choice,0.7,positive
reliable choice,0.7,positive
reliable choice,0.7,positive
reliable choice,0.7,positive
reliable choice,0.7,positive
reliable choice,0.7,positive
This laptop has a fast processor,0.7,positive
This laptop has a fast processor,0.7,positive
This laptop has a fast processor,0.7,positive
This laptop has a fast processor,0.7,positive
This laptop has a fast processor,0.7,positive
This laptop has a fast processor,0.7,positive
This laptop has a fast processor,0.7,positive
This laptop has a fast processor,0.7,positive
This laptop has a fast processor,0.7,positive
This laptop has a fast processor,0.7,positive
This laptop has a fast processor,0.7,positive
This laptop has a fast processor,0.7,positive
beautiful display,0.7,positive
beautiful display,0.7,positive
beautiful display,0.7,positive
beautiful display,0.7,positive
beautiful display,0.7,positive
beautiful display,0.7,positive
beautiful display,0.7,positive
beautiful display,0.7,positive
beautiful display,0.7,positive
beautiful display,0.7,positive
beautiful display,0.7,positive
beautiful display,0.7,positive
I was disappointed with the product,-0.5,negative
I was disappointed with the product,-0.5,negative
I was disappointed with the product,-0.5,negative
I was disappointed with the product,-0.5,negative
I was disappointed with the product,-0.5,negative
I was disappointed with the product,-0.5,negative
I was disappointed with the product,-0.5,negative
I was disappointed with the product,-0.5,negative
I was disappointed with the product,-0.5,negative
I was disappointed with the product,-0.5,negative
I was disappointed with the product,-0.5,negative
I was disappointed with the product,-0.5,negative
poor quality,-0.5,negative
poor quality,-0.5,negative
poor quality,-0.5,negative
poor quality,-0.5,negative
poor quality,-0.5,negative
poor quality,-0.5,negative
poor quality,-0.5,negative
poor quality,-0.5,negative
poor quality,-0.5,negative
poor quality,-0.5,negative
poor quality,-0.5,negative
poor quality,-0.5,negative
bad service,-0.5,negative
bad service,-0.5,negative
bad service,-0.5,negative
bad service,-0.5,negative
bad service,-0.5,negative
bad service,-0.5,negative
bad service,-0.5,negative
bad service,-0.5,negative
bad service,-0.5,negative
bad service,-0.5,negative
bad service,-0.5,negative
bad service,-0.5,negative
I hate this product,-0.5,negative
I hate this product,-0.5,negative
I hate this product,-0.5,negative
I hate this product,-0.5,negative
I hate this product,-0.5,negative
I hate this product,-0.5,negative
I hate this product,-0.5,negative
I hate this product,-0.5,negative
I hate this product,-0.5,negative
I hate this product,-0.5,negative
I hate this product,-0.5,negative
I hate this product,-0.5,negative
complete waste of money,-0.5,negative
complete waste of money,-0.5,negative
complete waste of money,-0.5,negative
complete waste of money,-0.5,negative
complete waste of money,-0.5,negative
complete waste of money,-0.5,negative
complete waste of money,-0.5,negative
complete waste of money,-0.5,negative
complete waste of money,-0.5,negative
complete waste of money,-0.5,negative
complete waste of money,-0.5,negative
complete waste of money,-0.5,negative
The picture quality is bad,-0.5,negative
The picture quality is bad,-0.5,negative
The picture quality is bad,-0.5,negative
The picture quality is bad,-0.5,negative
The picture quality is bad,-0.5,negative
The picture quality is bad,-0.5,negative
The picture quality is bad,-0.5,negative
The picture quality is bad,-0.5,negative
The picture quality is bad,-0.5,negative
The picture quality is bad,-0.5,negative
The sound quality is not good,-0.5,negative
The sound quality is not good,-0.5,negative
The sound quality is not good,-0.5,negative
The sound quality is not good,-0.5,negative
The sound quality is not good,-0.5,negative
The sound quality is not good,-0.5,negative
The sound quality is not good,-0.5,negative
The sound quality is not good,-0.5,negative
The sound quality is not good,-0.5,negative
The sound quality is not good,-0.5,negative
I was very disappointed with the performance of this product,-0.5,negative
I was very disappointed with the performance of this product,-0.5,negative
I was very disappointed with the performance of this product,-0.5,negative
I was very disappointed with the performance of this product,-0.5,negative
I was very disappointed with the performance of this product,-0.5,negative
I was very disappointed with the performance of this product,-0.5,negative
I was very disappointed with the performance of this product,-0.5,negative
I was very disappointed with the performance of this product,-0.5,negative
I was very disappointed with the performance of this product,-0.5,negative
I was very disappointed with the performance of this product,-0.5,negative
The quality of this product is extremely poor,-0.5,negative
The quality of this product is extremely poor,-0.5,negative
The quality of this product is extremely poor,-0.5,negative
The quality of this product is extremely poor,-0.5,negative
The quality of this product is extremely poor,-0.5,negative
The quality of this product is extremely poor,-0.5,negative
The quality of this product is extremely poor,-0.5,negative
The quality of this product is extremely poor,-0.5,negative
The quality of this product is extremely poor,-0.5,negative
The quality of this product is extremely poor,-0.5,negative
this product does not worth the price,-0.5,negative
this product does not worth the price,-0.5,negative
this product does not worth the price,-0.5,negative
this product does not worth the price,-0.5,negative
this product does not worth the price,-0.5,negative
this product does not worth the price,-0.5,negative
this product does not worth the price,-0.5,negative
this product does not worth the price,-0.5,negative
this product does not worth the price,-0.5,negative
this product does not worth the price,-0.5,negative
I was extremely unhappy with this product,-0.5,negative
I was extremely unhappy with this product,-0.5,negative
I was extremely unhappy with this product,-0.5,negative
I was extremely unhappy with this product,-0.5,negative
I was extremely unhappy with this product,-0.5,negative
I was extremely unhappy with this product,-0.5,negative
I was extremely unhappy with this product,-0.5,negative
I was extremely unhappy with this product,-0.5,negative
I was extremely unhappy with this product,-0.5,negative
I was extremely unhappy with this product,-0.5,negative
I was extremely unhappy with this product,-0.5,negative
I was extremely unhappy with this product,-0.5,negative
this product is not durable,-0.5,negative
this product is not durable,-0.5,negative
this product is not durable,-0.5,negative
this product is not durable,-0.5,negative
this product is not durable,-0.5,negative
this product is not durable,-0.5,negative
this product is not durable,-0.5,negative
this product is not durable,-0.5,negative
this product is not durable,-0.5,negative
this product is not durable,-0.5,negative
 I would not purchase it again,-0.5,negative
 I would not purchase it again,-0.5,negative
 I would not purchase it again,-0.5,negative
 I would not purchase it again,-0.5,negative
 I would not purchase it again,-0.5,negative
 I would not purchase it again,-0.5,negative
 I would not purchase it again,-0.5,negative
 I would not purchase it again,-0.5,negative
 I would not purchase it again,-0.5,negative
 I would not purchase it again,-0.5,negative
I was extremely disappointed with the performance of this product,-0.5,negative
I was extremely disappointed with the performance of this product,-0.5,negative
I was extremely disappointed with the performance of this product,-0.5,negative
I was extremely disappointed with the performance of this product,-0.5,negative
I was extremely disappointed with the performance of this product,-0.5,negative
I was extremely disappointed with the performance of this product,-0.5,negative
I was extremely disappointed with the performance of this product,-0.5,negative
I was extremely disappointed with the performance of this product,-0.5,negative
I was extremely disappointed with the performance of this product,-0.5,negative
I was extremely disappointed with the performance of this product,-0.5,negative
The durability of this item is questionable,-0.5,negative
The durability of this item is questionable,-0.5,negative
The durability of this item is questionable,-0.5,negative
The durability of this item is questionable,-0.5,negative
The durability of this item is questionable,-0.5,negative
The durability of this item is questionable,-0.5,negative
The durability of this item is questionable,-0.5,negative
The durability of this item is questionable,-0.5,negative
The durability of this item is questionable,-0.5,negative
The durability of this item is questionable,-0.5,negative
The screen on this tablet is constantly freezing,-0.5,negative
The screen on this tablet is constantly freezing,-0.5,negative
The screen on this tablet is constantly freezing,-0.5,negative
The screen on this tablet is constantly freezing,-0.5,negative
The screen on this tablet is constantly freezing,-0.5,negative
The screen on this tablet is constantly freezing,-0.5,negative
The screen on this tablet is constantly freezing,-0.5,negative
The screen on this tablet is constantly freezing,-0.5,negative
The screen on this tablet is constantly freezing,-0.5,negative
The screen on this tablet is constantly freezing,-0.5,negative
does not respond well to touch,-0.5,negative
does not respond well to touch,-0.5,negative
does not respond well to touch,-0.5,negative
does not respond well to touch,-0.5,negative
does not respond well to touch,-0.5,negative
does not respond well to touch,-0.5,negative
does not respond well to touch,-0.5,negative
does not respond well to touch,-0.5,negative
does not respond well to touch,-0.5,negative
does not respond well to touch,-0.5,negative
I was disappointed with the functionality of this product,-0.5,negative
I was disappointed with the functionality of this product,-0.5,negative
I was disappointed with the functionality of this product,-0.5,negative
I was disappointed with the functionality of this product,-0.5,negative
I was disappointed with the functionality of this product,-0.5,negative
I was disappointed with the functionality of this product,-0.5,negative
I was disappointed with the functionality of this product,-0.5,negative
I was disappointed with the functionality of this product,-0.5,negative
I was disappointed with the functionality of this product,-0.5,negative
I was disappointed with the functionality of this product,-0.5,negative
not at all what I was expecting,-0.5,negative
not at all what I was expecting,-0.5,negative
not at all what I was expecting,-0.5,negative
not at all what I was expecting,-0.5,negative
not at all what I was expecting,-0.5,negative
not at all what I was expecting,-0.5,negative
not at all what I was expecting,-0.5,negative
not at all what I was expecting,-0.5,negative
not at all what I was expecting,-0.5,negative
not at all what I was expecting,-0.5,negative
the warranty was not honored,-0.5,negative
the warranty was not honored,-0.5,negative
the warranty was not honored,-0.5,negative
the warranty was not honored,-0.5,negative
the warranty was not honored,-0.5,negative
the warranty was not honored,-0.5,negative
the warranty was not honored,-0.5,negative
the warranty was not honored,-0.5,negative
the warranty was not honored,-0.5,negative
the warranty was not honored,-0.5,negative
the warranty was not honored,-0.5,negative
the warranty was not honored,-0.5,negative
The screen of this product was very blurry,-0.5,negative
The screen of this product was very blurry,-0.5,negative
The screen of this product was very blurry,-0.5,negative
The screen of this product was very blurry,-0.5,negative
The screen of this product was very blurry,-0.5,negative
The screen of this product was very blurry,-0.5,negative
The screen of this product was very blurry,-0.5,negative
The screen of this product was very blurry,-0.5,negative
The screen of this product was very blurry,-0.5,negative
The screen of this product was very blurry,-0.5,negative
The keyboard on this laptop is poorly designed,-0.5,negative
The keyboard on this laptop is poorly designed,-0.5,negative
The keyboard on this laptop is poorly designed,-0.5,negative
The keyboard on this laptop is poorly designed,-0.5,negative
The keyboard on this laptop is poorly designed,-0.5,negative
The keyboard on this laptop is poorly designed,-0.5,negative
The keyboard on this laptop is poorly designed,-0.5,negative
The keyboard on this laptop is poorly designed,-0.5,negative
The keyboard on this laptop is poorly designed,-0.5,negative
The keyboard on this laptop is poorly designed,-0.5,negative
this keyboard uncomfortable to type on,-0.5,negative
this keyboard uncomfortable to type on,-0.5,negative
this keyboard uncomfortable to type on,-0.5,negative
this keyboard uncomfortable to type on,-0.5,negative
this keyboard uncomfortable to type on,-0.5,negative
this keyboard uncomfortable to type on,-0.5,negative
this keyboard uncomfortable to type on,-0.5,negative
this keyboard uncomfortable to type on,-0.5,negative
this keyboard uncomfortable to type on,-0.5,negative
this keyboard uncomfortable to type on,-0.5,negative
The screen on this laptop has terrible resolution,-0.5,negative
The screen on this laptop has terrible resolution,-0.5,negative
The screen on this laptop has terrible resolution,-0.5,negative
The screen on this laptop has terrible resolution,-0.5,negative
The screen on this laptop has terrible resolution,-0.5,negative
The screen on this laptop has terrible resolution,-0.5,negative
The screen on this laptop has terrible resolution,-0.5,negative
The screen on this laptop has terrible resolution,-0.5,negative
The screen on this laptop has terrible resolution,-0.5,negative
The screen on this laptop has terrible resolution,-0.5,negative
The screen on this laptop looks pixelated,-0.5,negative
The screen on this laptop looks pixelated,-0.5,negative
The screen on this laptop looks pixelated,-0.5,negative
The screen on this laptop looks pixelated,-0.5,negative
The screen on this laptop looks pixelated,-0.5,negative
The screen on this laptop looks pixelated,-0.5,negative
The screen on this laptop looks pixelated,-0.5,negative
The screen on this laptop looks pixelated,-0.5,negative
The screen on this laptop looks pixelated,-0.5,negative
The screen on this laptop looks pixelated,-0.5,negative
The battery life on this laptop is very short and needs to be charged frequently,-0.5,negative
The battery life on this laptop is very short and needs to be charged frequently,-0.5,negative
The battery life on this laptop is very short and needs to be charged frequently,-0.5,negative
The battery life on this laptop is very short and needs to be charged frequently,-0.5,negative
The battery life on this laptop is very short and needs to be charged frequently,-0.5,negative
The battery life on this laptop is very short and needs to be charged frequently,-0.5,negative
The battery life on this laptop is very short and needs to be charged frequently,-0.5,negative
The battery life on this laptop is very short and needs to be charged frequently,-0.5,negative
The battery life on this laptop is very short and needs to be charged frequently,-0.5,negative
The battery life on this laptop is very short and needs to be charged frequently,-0.5,negative
This laptop is slow,-0.5,negative
This laptop is slow,-0.5,negative
This laptop is slow,-0.5,negative
This laptop is slow,-0.5,negative
This laptop is slow,-0.5,negative
This laptop is slow,-0.5,negative
This laptop is slow,-0.5,negative
This laptop is slow,-0.5,negative
This laptop is slow,-0.5,negative
This laptop is slow,-0.5,negative
this laptop takes a long time to start up,-0.5,negative
this laptop takes a long time to start up,-0.5,negative
this laptop takes a long time to start up,-0.5,negative
this laptop takes a long time to start up,-0.5,negative
this laptop takes a long time to start up,-0.5,negative
this laptop takes a long time to start up,-0.5,negative
this laptop takes a long time to start up,-0.5,negative
this laptop takes a long time to start up,-0.5,negative
this laptop takes a long time to start up,-0.5,negative
this laptop takes a long time to start up,-0.5,negative
The touchpad on this laptop is very sensitive and prone to accidental clicks,-0.5,negative
The touchpad on this laptop is very sensitive and prone to accidental clicks,-0.5,negative
The touchpad on this laptop is very sensitive and prone to accidental clicks,-0.5,negative
The touchpad on this laptop is very sensitive and prone to accidental clicks,-0.5,negative
The touchpad on this laptop is very sensitive and prone to accidental clicks,-0.5,negative
The touchpad on this laptop is very sensitive and prone to accidental clicks,-0.5,negative
The touchpad on this laptop is very sensitive and prone to accidental clicks,-0.5,negative
The touchpad on this laptop is very sensitive and prone to accidental clicks,-0.5,negative
The touchpad on this laptop is very sensitive and prone to accidental clicks,-0.5,negative
The touchpad on this laptop is very sensitive and prone to accidental clicks,-0.5,negative
The build quality of this laptop feels cheap and flimsy,-0.5,negative
The build quality of this laptop feels cheap and flimsy,-0.5,negative
The build quality of this laptop feels cheap and flimsy,-0.5,negative
The build quality of this laptop feels cheap and flimsy,-0.5,negative
The build quality of this laptop feels cheap and flimsy,-0.5,negative
The build quality of this laptop feels cheap and flimsy,-0.5,negative
The build quality of this laptop feels cheap and flimsy,-0.5,negative
The build quality of this laptop feels cheap and flimsy,-0.5,negative
The build quality of this laptop feels cheap and flimsy,-0.5,negative
The build quality of this laptop feels cheap and flimsy,-0.5,negative
The screen on this laptop is too small and the resolution is poor,-0.5,negative
The screen on this laptop is too small and the resolution is poor,-0.5,negative
The screen on this laptop is too small and the resolution is poor,-0.5,negative
The screen on this laptop is too small and the resolution is poor,-0.5,negative
The screen on this laptop is too small and the resolution is poor,-0.5,negative
The screen on this laptop is too small and the resolution is poor,-0.5,negative
The screen on this laptop is too small and the resolution is poor,-0.5,negative
The screen on this laptop is too small and the resolution is poor,-0.5,negative
The screen on this laptop is too small and the resolution is poor,-0.5,negative
The screen on this laptop is too small and the resolution is poor,-0.5,negative
The trackpad on this laptop is unresponsive and difficult to use,-0.5,negative
The trackpad on this laptop is unresponsive and difficult to use,-0.5,negative
The trackpad on this laptop is unresponsive and difficult to use,-0.5,negative
The trackpad on this laptop is unresponsive and difficult to use,-0.5,negative
The trackpad on this laptop is unresponsive and difficult to use,-0.5,negative
The trackpad on this laptop is unresponsive and difficult to use,-0.5,negative
The trackpad on this laptop is unresponsive and difficult to use,-0.5,negative
The trackpad on this laptop is unresponsive and difficult to use,-0.5,negative
The trackpad on this laptop is unresponsive and difficult to use,-0.5,negative
The trackpad on this laptop is unresponsive and difficult to use,-0.5,negative
The performance of this laptop is slow and it frequently freezes,-0.5,negative
The performance of this laptop is slow and it frequently freezes,-0.5,negative
The performance of this laptop is slow and it frequently freezes,-0.5,negative
The performance of this laptop is slow and it frequently freezes,-0.5,negative
The performance of this laptop is slow and it frequently freezes,-0.5,negative
The performance of this laptop is slow and it frequently freezes,-0.5,negative
The performance of this laptop is slow and it frequently freezes,-0.5,negative
The performance of this laptop is slow and it frequently freezes,-0.5,negative
The performance of this laptop is slow and it frequently freezes,-0.5,negative
The performance of this laptop is slow and it frequently freezes,-0.5,negative
The performance of this laptop is slow and it frequently freezes,-0.5,negative
The performance of this laptop is slow and it frequently freezes,-0.5,negative
the screen colors are not accurate,-0.5,negative
the screen colors are not accurate,-0.5,negative
the screen colors are not accurate,-0.5,negative
the screen colors are not accurate,-0.5,negative
the screen colors are not accurate,-0.5,negative
the screen colors are not accurate,-0.5,negative
the screen colors are not accurate,-0.5,negative
the screen colors are not accurate,-0.5,negative
the screen colors are not accurate,-0.5,negative
the screen colors are not accurate,-0.5,negative
The performance of this laptop is slow and laggy,-0.5,negative
The performance of this laptop is slow and laggy,-0.5,negative
The performance of this laptop is slow and laggy,-0.5,negative
The performance of this laptop is slow and laggy,-0.5,negative
The performance of this laptop is slow and laggy,-0.5,negative
The performance of this laptop is slow and laggy,-0.5,negative
The performance of this laptop is slow and laggy,-0.5,negative
The performance of this laptop is slow and laggy,-0.5,negative
The performance of this laptop is slow and laggy,-0.5,negative
The performance of this laptop is slow and laggy,-0.5,negative
The graphics card on this desktop is not capable of running the latest games at an acceptable frame rate,-0.5,negative
The graphics card on this desktop is not capable of running the latest games at an acceptable frame rate,-0.5,negative
The graphics card on this desktop is not capable of running the latest games at an acceptable frame rate,-0.5,negative
The graphics card on this desktop is not capable of running the latest games at an acceptable frame rate,-0.5,negative
The graphics card on this desktop is not capable of running the latest games at an acceptable frame rate,-0.5,negative
The graphics card on this desktop is not capable of running the latest games at an acceptable frame rate,-0.5,negative
The graphics card on this desktop is not capable of running the latest games at an acceptable frame rate,-0.5,negative
The graphics card on this desktop is not capable of running the latest games at an acceptable frame rate,-0.5,negative
The graphics card on this desktop is not capable of running the latest games at an acceptable frame rate,-0.5,negative
The graphics card on this desktop is not capable of running the latest games at an acceptable frame rate,-0.5,negative
The case of this desktop is poorly designed and difficult to access the internals,-0.5,negative
The case of this desktop is poorly designed and difficult to access the internals,-0.5,negative
The case of this desktop is poorly designed and difficult to access the internals,-0.5,negative
The case of this desktop is poorly designed and difficult to access the internals,-0.5,negative
The case of this desktop is poorly designed and difficult to access the internals,-0.5,negative
The case of this desktop is poorly designed and difficult to access the internals,-0.5,negative
The case of this desktop is poorly designed and difficult to access the internals,-0.5,negative
The case of this desktop is poorly designed and difficult to access the internals,-0.5,negative
The case of this desktop is poorly designed and difficult to access the internals,-0.5,negative
The case of this desktop is poorly designed and difficult to access the internals,-0.5,negative
The power supply on this desktop failed after just a few months of use,-0.5,negative
The power supply on this desktop failed after just a few months of use,-0.5,negative
The power supply on this desktop failed after just a few months of use,-0.5,negative
The power supply on this desktop failed after just a few months of use,-0.5,negative
The power supply on this desktop failed after just a few months of use,-0.5,negative
The power supply on this desktop failed after just a few months of use,-0.5,negative
The power supply on this desktop failed after just a few months of use,-0.5,negative
The power supply on this desktop failed after just a few months of use,-0.5,negative
The power supply on this desktop failed after just a few months of use,-0.5,negative
The power supply on this desktop failed after just a few months of use,-0.5,negative
The noise level of this desktop's fans is too high and disrupts my work environment,-0.5,negative
The noise level of this desktop's fans is too high and disrupts my work environment,-0.5,negative
The noise level of this desktop's fans is too high and disrupts my work environment,-0.5,negative
The noise level of this desktop's fans is too high and disrupts my work environment,-0.5,negative
The noise level of this desktop's fans is too high and disrupts my work environment,-0.5,negative
The noise level of this desktop's fans is too high and disrupts my work environment,-0.5,negative
The noise level of this desktop's fans is too high and disrupts my work environment,-0.5,negative
The noise level of this desktop's fans is too high and disrupts my work environment,-0.5,negative
The noise level of this desktop's fans is too high and disrupts my work environment,-0.5,negative
The noise level of this desktop's fans is too high and disrupts my work environment,-0.5,negative
The storage capacity on this desktop is much smaller than advertised and quickly fills up,-0.5,negative
The storage capacity on this desktop is much smaller than advertised and quickly fills up,-0.5,negative
The storage capacity on this desktop is much smaller than advertised and quickly fills up,-0.5,negative
The storage capacity on this desktop is much smaller than advertised and quickly fills up,-0.5,negative
The storage capacity on this desktop is much smaller than advertised and quickly fills up,-0.5,negative
The storage capacity on this desktop is much smaller than advertised and quickly fills up,-0.5,negative
The storage capacity on this desktop is much smaller than advertised and quickly fills up,-0.5,negative
The storage capacity on this desktop is much smaller than advertised and quickly fills up,-0.5,negative
The storage capacity on this desktop is much smaller than advertised and quickly fills up,-0.5,negative
The storage capacity on this desktop is much smaller than advertised and quickly fills up,-0.5,negative
The graphics card on this desktop is inadequate and cannot run modern games smoothly,-0.5,negative
The graphics card on this desktop is inadequate and cannot run modern games smoothly,-0.5,negative
The graphics card on this desktop is inadequate and cannot run modern games smoothly,-0.5,negative
The graphics card on this desktop is inadequate and cannot run modern games smoothly,-0.5,negative
The graphics card on this desktop is inadequate and cannot run modern games smoothly,-0.5,negative
The graphics card on this desktop is inadequate and cannot run modern games smoothly,-0.5,negative
The graphics card on this desktop is inadequate and cannot run modern games smoothly,-0.5,negative
The graphics card on this desktop is inadequate and cannot run modern games smoothly,-0.5,negative
The graphics card on this desktop is inadequate and cannot run modern games smoothly,-0.5,negative
The graphics card on this desktop is inadequate and cannot run modern games smoothly,-0.5,negative
The touch screen on this computer is unresponsive and difficult to use,-0.5,negative
The touch screen on this computer is unresponsive and difficult to use,-0.5,negative
The touch screen on this computer is unresponsive and difficult to use,-0.5,negative
The touch screen on this computer is unresponsive and difficult to use,-0.5,negative
The touch screen on this computer is unresponsive and difficult to use,-0.5,negative
The touch screen on this computer is unresponsive and difficult to use,-0.5,negative
The touch screen on this computer is unresponsive and difficult to use,-0.5,negative
The touch screen on this computer is unresponsive and difficult to use,-0.5,negative
The touch screen on this computer is unresponsive and difficult to use,-0.5,negative
The touch screen on this computer is unresponsive and difficult to use,-0.5,negative
The keyboard on this computer is poorly designed and uncomfortable to type on,-0.5,negative
The keyboard on this computer is poorly designed and uncomfortable to type on,-0.5,negative
The keyboard on this computer is poorly designed and uncomfortable to type on,-0.5,negative
The keyboard on this computer is poorly designed and uncomfortable to type on,-0.5,negative
The keyboard on this computer is poorly designed and uncomfortable to type on,-0.5,negative
The keyboard on this computer is poorly designed and uncomfortable to type on,-0.5,negative
The keyboard on this computer is poorly designed and uncomfortable to type on,-0.5,negative
The keyboard on this computer is poorly designed and uncomfortable to type on,-0.5,negative
The keyboard on this computer is poorly designed and uncomfortable to type on,-0.5,negative
The keyboard on this computer is poorly designed and uncomfortable to type on,-0.5,negative
The performance of this computer is slow and frustrating to use,-0.5,negative
The performance of this computer is slow and frustrating to use,-0.5,negative
The performance of this computer is slow and frustrating to use,-0.5,negative
The performance of this computer is slow and frustrating to use,-0.5,negative
The performance of this computer is slow and frustrating to use,-0.5,negative
The performance of this computer is slow and frustrating to use,-0.5,negative
The performance of this computer is slow and frustrating to use,-0.5,negative
The performance of this computer is slow and frustrating to use,-0.5,negative
The performance of this computer is slow and frustrating to use,-0.5,negative
The performance of this computer is slow and frustrating to use,-0.5,negative
The keyboard on this computer is sticky and the keys are hard to press,-0.5,negative
The keyboard on this computer is sticky and the keys are hard to press,-0.5,negative
The keyboard on this computer is sticky and the keys are hard to press,-0.5,negative
The keyboard on this computer is sticky and the keys are hard to press,-0.5,negative
The keyboard on this computer is sticky and the keys are hard to press,-0.5,negative
The keyboard on this computer is sticky and the keys are hard to press,-0.5,negative
The keyboard on this computer is sticky and the keys are hard to press,-0.5,negative
The keyboard on this computer is sticky and the keys are hard to press,-0.5,negative
The keyboard on this computer is sticky and the keys are hard to press,-0.5,negative
The keyboard on this computer is sticky and the keys are hard to press,-0.5,negative
The display on this computer has poor viewing angles and the colors are not accurate,-0.5,negative
The display on this computer has poor viewing angles and the colors are not accurate,-0.5,negative
The display on this computer has poor viewing angles and the colors are not accurate,-0.5,negative
The display on this computer has poor viewing angles and the colors are not accurate,-0.5,negative
The display on this computer has poor viewing angles and the colors are not accurate,-0.5,negative
The display on this computer has poor viewing angles and the colors are not accurate,-0.5,negative
The display on this computer has poor viewing angles and the colors are not accurate,-0.5,negative
The display on this computer has poor viewing angles and the colors are not accurate,-0.5,negative
The display on this computer has poor viewing angles and the colors are not accurate,-0.5,negative
The display on this computer has poor viewing angles and the colors are not accurate,-0.5,negative
The cooling system on this computer is loud and inefficient causing the computer to overheat frequently,-0.5,negative
The cooling system on this computer is loud and inefficient causing the computer to overheat frequently,-0.5,negative
The cooling system on this computer is loud and inefficient causing the computer to overheat frequently,-0.5,negative
The cooling system on this computer is loud and inefficient causing the computer to overheat frequently,-0.5,negative
The cooling system on this computer is loud and inefficient causing the computer to overheat frequently,-0.5,negative
The cooling system on this computer is loud and inefficient causing the computer to overheat frequently,-0.5,negative
The cooling system on this computer is loud and inefficient causing the computer to overheat frequently,-0.5,negative
The cooling system on this computer is loud and inefficient causing the computer to overheat frequently,-0.5,negative
The cooling system on this computer is loud and inefficient causing the computer to overheat frequently,-0.5,negative
The cooling system on this computer is loud and inefficient causing the computer to overheat frequently,-0.5,negative
The battery life on this computer is much shorter,-0.5,negative
The battery life on this computer is much shorter,-0.5,negative
The battery life on this computer is much shorter,-0.5,negative
The battery life on this computer is much shorter,-0.5,negative
The battery life on this computer is much shorter,-0.5,negative
The battery life on this computer is much shorter,-0.5,negative
The battery life on this computer is much shorter,-0.6,negative
The battery life on this computer is much shorter,-0.4,negative
This product does what it's supposed to do. It is not particularly impressive but it gets the job done,0,neutral
This product does what it's supposed to do. It is not particularly impressive but it gets the job done,0,neutral
This product does what it's supposed to do. It is not particularly impressive but it gets the job done,0,neutral
This product does what it's supposed to do. It is not particularly impressive but it gets the job done,0,neutral
This product does what it's supposed to do. It is not particularly impressive but it gets the job done,0,neutral
This product does what it's supposed to do. It is not particularly impressive but it gets the job done,0,neutral
This product does what it's supposed to do. It is not particularly impressive but it gets the job done,0,neutral
This product does what it's supposed to do. It is not particularly impressive but it gets the job done,0,neutral
I was neither impressed nor disappointed by this product. It performed as expected and met my needs,0,neutral
I was neither impressed nor disappointed by this product. It performed as expected and met my needs,0,neutral
I was neither impressed nor disappointed by this product. It performed as expected and met my needs,0,neutral
I was neither impressed nor disappointed by this product. It performed as expected and met my needs,0,neutral
I was neither impressed nor disappointed by this product. It performed as expected and met my needs,0,neutral
I was neither impressed nor disappointed by this product. It performed as expected and met my needs,0,neutral
This product is average. It's not the best thing I've ever used but it's not the worst either.,0,neutral
This product is average. It's not the best thing I've ever used but it's not the worst either.,0,neutral
This product is average. It's not the best thing I've ever used but it's not the worst either.,0,neutral
This product is average. It's not the best thing I've ever used but it's not the worst either.,0,neutral
This product is average. It's not the best thing I've ever used but it's not the worst either.,0,neutral
This product is average. It's not the best thing I've ever used but it's not the worst either.,0,neutral
This product is fine It is not amazing but it gets the job done and is reasonably priced,0,neutral
This product is fine It is not amazing but it gets the job done and is reasonably priced,0,neutral
This product is fine It is not amazing but it gets the job done and is reasonably priced,0,neutral
This product is fine It is not amazing but it gets the job done and is reasonably priced,0,neutral
This product is fine It is not amazing but it gets the job done and is reasonably priced,0,neutral
This product is fine It is not amazing but it gets the job done and is reasonably priced,0,neutral
